dataset,n_train,mc_sizes,n_blocks,k_treatments,friedman_stat,p_value,alpha,verdict,delta_mc_median,delta_mc_p95,effective_mc_regime,mc_export_n
32_shuttle,31835,1000;2000;5000;10000,9,4,1.2857142857142125,0.7325281239407826,0.05,NO_SIGNIFICANT_DIFFERENCE_STABLE,0.0,0.03130718954248364,SUBSAMPLE_REGIME,10000
