dataset,n_train,mc_sizes,n_blocks,k_treatments,friedman_stat,p_value,alpha,verdict,delta_mc_median,delta_mc_p95,effective_mc_regime,mc_export_n
13_fraud,198815,1000;2000;5000;10000,29,4,0.10344827586203564,0.9914204307377168,0.05,NO_SIGNIFICANT_DIFFERENCE_STABLE,0.0002573331450985705,0.0005790628389545166,SUBSAMPLE_REGIME,10000
