dataset,n_train,mc_sizes,n_blocks,k_treatments,friedman_stat,p_value,alpha,verdict,delta_mc_median,delta_mc_p95,effective_mc_regime,mc_export_n
10_cover,198346,1000;2000;5000;10000,10,4,1.4999999999999758,0.6822703303362182,0.05,NO_SIGNIFICANT_DIFFERENCE_STABLE,0.0012609243707490843,0.0027918364994804403,SUBSAMPLE_REGIME,10000
