dataset,n_train,mc_sizes,n_blocks,k_treatments,friedman_stat,p_value,alpha,verdict,delta_mc_median,delta_mc_p95,effective_mc_regime,mc_export_n
1_ALOI,33672,1000;2000;5000;10000,27,4,5.713235294117679,0.1264267007194895,0.05,NO_SIGNIFICANT_DIFFERENCE_STABLE,6.35122261035681e-05,0.0008881006104236366,SUBSAMPLE_REGIME,10000
