dataset,n_train,mc_sizes,n_blocks,k_treatments,friedman_stat,p_value,alpha,verdict,delta_mc_median,delta_mc_p95,effective_mc_regime,mc_export_n
34_smtp,66620,1000;2000;5000;10000,3,4,2.9999999999999996,0.39162517627108906,0.05,NO_SIGNIFICANT_DIFFERENCE_STABLE,0.0,0.0007824635848630745,SUBSAMPLE_REGIME,10000
