dataset,n_train,mc_sizes,n_blocks,k_treatments,friedman_stat,p_value,alpha,verdict,delta_mc_median,delta_mc_p95,effective_mc_regime,mc_export_n
8_celeba,138972,1000;2000;5000;10000,0,4,0.0,1.0,0.05,INSUFFICIENT_BLOCKS_STABLE,0.0,0.0,SUBSAMPLE_REGIME,10000
