dataset,n_train,mc_sizes,n_blocks,k_treatments,friedman_stat,p_value,alpha,verdict,delta_mc_median,delta_mc_p95,effective_mc_regime,mc_export_n
11_donors,407554,1000;2000;5000;10000,8,4,0.0,1.0,0.05,DEGENERATE_ALL_EQUAL_PER_BLOCK_STABLE,0.0,0.0,SUBSAMPLE_REGIME,10000
