0,0.00335008
0,0.00167504
0,0.0368509
0,0.0360134
0,0.0041876
0,0.00502513
0.000217155,0.257119
0.000217155,0.0368509
0.000217155,0.257956
0.000651466,0.259631
0.000651466,0.291457
0.000651466,0.292295
0.000651466,0.29397
0.000868621,0.29397
0.000868621,0.298157
0.000868621,0.309883
0.000868621,0.328308
0.000868621,0.662479
0.000868621,0.69263
0.00108578,0.69263
0.00108578,0.693467
0.00282302,0.693467
0.00347448,0.943886
0.00347448,0.880234
0.00347448,0.693467
0.00347448,0.69598
0.00456026,0.943886
0.00477742,0.943886
0.00499457,0.943886
0.00499457,0.944724
0.00694897,0.944724
0.00977199,0.947236
0.00977199,0.945561
0.00977199,0.944724
0.00998914,0.947236
0.00998914,0.948074
0.00998914,0.948911
0.00998914,0.950586
0.0102063,0.950586
0.0102063,0.953936
0.0104235,0.953936
0.0123778,0.953936
0.0136808,0.953936
0.0141151,0.953936
0.0143322,0.953936
0.0197611,0.953936
0.0208469,0.953936
0.022367,0.953936
0.0236699,0.953936
0.0260586,0.953936
0.0273616,0.953936
0.0273616,0.956449
0.032139,0.956449
0.0403909,0.956449
0.0403909,0.957286
0.0403909,0.958124
0.0403909,0.959799
0.0408252,0.961474
0.0414767,0.961474
0.0414767,0.962312
0.041911,0.962312
0.0423453,0.964824
0.0423453,0.962312
0.044734,0.964824
0.060152,0.964824
0.060152,0.965662
0.0714441,0.965662
0.078393,0.965662
0.078393,0.966499
0.0799131,0.966499
0.0859935,0.966499
0.0859935,0.967337
0.0905537,0.967337
0.0953312,0.967337
0.0968513,0.967337
0.0968513,0.969012
0.102714,0.969012
0.105755,0.969012
0.108143,0.969849
0.108143,0.969012
0.109663,0.969849
0.109663,0.970687
0.121824,0.970687
0.132899,0.971524
0.132899,0.970687
0.134202,0.972362
0.152443,0.979062
0.153312,0.979062
0.156352,0.979062
0.161998,0.979062
0.165472,0.979062
0.170033,0.979062
0.179805,0.979062
0.180673,0.979062
0.184365,0.979062
0.186102,0.979062
0.186102,0.9799
0.195223,0.9799
0.19544,0.9799
0.197828,0.9799
0.199783,0.9799
0.199783,0.980737
0.20456,0.980737
0.205429,0.980737
0.205646,0.980737
0.220195,0.980737
0.22063,0.980737
0.221064,0.980737
0.222801,0.980737
0.224539,0.980737
0.224973,0.980737
0.22519,0.980737
0.229967,0.980737
0.231705,0.980737
0.233225,0.980737
0.236048,0.980737
0.239739,0.980737
0.242997,0.980737
0.246037,0.980737
0.246254,0.980737
0.266015,0.980737
0.273616,0.980737
0.273833,0.980737
0.306189,0.980737
0.317047,0.980737
0.317698,0.980737
0.331813,0.980737
0.332465,0.984925
0.332465,0.989112
0.338979,0.989112
0.340499,0.989112
0.419978,0.992462
0.420413,0.992462
0.424973,0.992462
0.430185,0.992462
0.433659,0.992462
0.436699,0.992462
0.439088,0.992462
0.442128,0.992462
0.444517,0.992462
0.451249,0.992462
0.451683,0.992462
0.461021,0.992462
0.501846,0.992462
0.501846,0.9933
0.501846,0.994137
0.534636,0.994137
0.591314,0.994137
0.591531,0.994137
0.596743,0.994975
0.597177,0.994975
0.662324,0.995812
0.7481,0.997487
0.753529,0.997487
0.755266,0.997487
0.784799,0.997487
0.834528,0.997487
0.919001,0.997487
1,1
