dataset,tag,run_id,method,feature_index,param_opt,final_auc,grid
23_mammography,t100,120,mad,0,5.00000000,0.87380850,"0.5;0.75;1;1.25;1.5;2;2.5;3;4;5;6;8;10"
23_mammography,t100,120,mad,1,3.00000000,0.87380850,"0.5;0.75;1;1.25;1.5;2;2.5;3;4;5;6;8;10"
23_mammography,t100,120,mad,2,0.50000000,0.87380850,"0.5;0.75;1;1.25;1.5;2;2.5;3;4;5;6;8;10"
23_mammography,t100,120,mad,3,4.00000000,0.87380850,"0.5;0.75;1;1.25;1.5;2;2.5;3;4;5;6;8;10"
23_mammography,t100,120,mad,4,3.00000000,0.87380850,"0.5;0.75;1;1.25;1.5;2;2.5;3;4;5;6;8;10"
23_mammography,t100,120,mad,5,3.00000000,0.87380850,"0.5;0.75;1;1.25;1.5;2;2.5;3;4;5;6;8;10"
