dataset,tag,run_id,method,feature_index,param_opt,final_auc,grid
19_landsat,t100,137,mad,0,0.75000000,0.62305266,"0.5;0.75;1;1.25;1.5;2;2.5;3;4;5;6;8;10"
19_landsat,t100,137,mad,1,3.00000000,0.62305266,"0.5;0.75;1;1.25;1.5;2;2.5;3;4;5;6;8;10"
19_landsat,t100,137,mad,2,3.00000000,0.62305266,"0.5;0.75;1;1.25;1.5;2;2.5;3;4;5;6;8;10"
19_landsat,t100,137,mad,3,2.00000000,0.62305266,"0.5;0.75;1;1.25;1.5;2;2.5;3;4;5;6;8;10"
19_landsat,t100,137,mad,4,1.25000000,0.62305266,"0.5;0.75;1;1.25;1.5;2;2.5;3;4;5;6;8;10"
19_landsat,t100,137,mad,5,2.00000000,0.62305266,"0.5;0.75;1;1.25;1.5;2;2.5;3;4;5;6;8;10"
19_landsat,t100,137,mad,6,8.00000000,0.62305266,"0.5;0.75;1;1.25;1.5;2;2.5;3;4;5;6;8;10"
19_landsat,t100,137,mad,7,8.00000000,0.62305266,"0.5;0.75;1;1.25;1.5;2;2.5;3;4;5;6;8;10"
19_landsat,t100,137,mad,8,3.00000000,0.62305266,"0.5;0.75;1;1.25;1.5;2;2.5;3;4;5;6;8;10"
19_landsat,t100,137,mad,9,2.00000000,0.62305266,"0.5;0.75;1;1.25;1.5;2;2.5;3;4;5;6;8;10"
19_landsat,t100,137,mad,10,3.00000000,0.62305266,"0.5;0.75;1;1.25;1.5;2;2.5;3;4;5;6;8;10"
19_landsat,t100,137,mad,11,8.00000000,0.62305266,"0.5;0.75;1;1.25;1.5;2;2.5;3;4;5;6;8;10"
19_landsat,t100,137,mad,12,3.00000000,0.62305266,"0.5;0.75;1;1.25;1.5;2;2.5;3;4;5;6;8;10"
19_landsat,t100,137,mad,13,2.00000000,0.62305266,"0.5;0.75;1;1.25;1.5;2;2.5;3;4;5;6;8;10"
19_landsat,t100,137,mad,14,8.00000000,0.62305266,"0.5;0.75;1;1.25;1.5;2;2.5;3;4;5;6;8;10"
19_landsat,t100,137,mad,15,8.00000000,0.62305266,"0.5;0.75;1;1.25;1.5;2;2.5;3;4;5;6;8;10"
19_landsat,t100,137,mad,16,1.25000000,0.62305266,"0.5;0.75;1;1.25;1.5;2;2.5;3;4;5;6;8;10"
19_landsat,t100,137,mad,17,2.00000000,0.62305266,"0.5;0.75;1;1.25;1.5;2;2.5;3;4;5;6;8;10"
19_landsat,t100,137,mad,18,5.00000000,0.62305266,"0.5;0.75;1;1.25;1.5;2;2.5;3;4;5;6;8;10"
19_landsat,t100,137,mad,19,3.00000000,0.62305266,"0.5;0.75;1;1.25;1.5;2;2.5;3;4;5;6;8;10"
19_landsat,t100,137,mad,20,8.00000000,0.62305266,"0.5;0.75;1;1.25;1.5;2;2.5;3;4;5;6;8;10"
19_landsat,t100,137,mad,21,2.00000000,0.62305266,"0.5;0.75;1;1.25;1.5;2;2.5;3;4;5;6;8;10"
19_landsat,t100,137,mad,22,2.00000000,0.62305266,"0.5;0.75;1;1.25;1.5;2;2.5;3;4;5;6;8;10"
19_landsat,t100,137,mad,23,8.00000000,0.62305266,"0.5;0.75;1;1.25;1.5;2;2.5;3;4;5;6;8;10"
19_landsat,t100,137,mad,24,3.00000000,0.62305266,"0.5;0.75;1;1.25;1.5;2;2.5;3;4;5;6;8;10"
19_landsat,t100,137,mad,25,3.00000000,0.62305266,"0.5;0.75;1;1.25;1.5;2;2.5;3;4;5;6;8;10"
19_landsat,t100,137,mad,26,8.00000000,0.62305266,"0.5;0.75;1;1.25;1.5;2;2.5;3;4;5;6;8;10"
19_landsat,t100,137,mad,27,3.00000000,0.62305266,"0.5;0.75;1;1.25;1.5;2;2.5;3;4;5;6;8;10"
19_landsat,t100,137,mad,28,8.00000000,0.62305266,"0.5;0.75;1;1.25;1.5;2;2.5;3;4;5;6;8;10"
19_landsat,t100,137,mad,29,3.00000000,0.62305266,"0.5;0.75;1;1.25;1.5;2;2.5;3;4;5;6;8;10"
19_landsat,t100,137,mad,30,3.00000000,0.62305266,"0.5;0.75;1;1.25;1.5;2;2.5;3;4;5;6;8;10"
19_landsat,t100,137,mad,31,3.00000000,0.62305266,"0.5;0.75;1;1.25;1.5;2;2.5;3;4;5;6;8;10"
19_landsat,t100,137,mad,32,8.00000000,0.62305266,"0.5;0.75;1;1.25;1.5;2;2.5;3;4;5;6;8;10"
19_landsat,t100,137,mad,33,3.00000000,0.62305266,"0.5;0.75;1;1.25;1.5;2;2.5;3;4;5;6;8;10"
19_landsat,t100,137,mad,34,3.00000000,0.62305266,"0.5;0.75;1;1.25;1.5;2;2.5;3;4;5;6;8;10"
19_landsat,t100,137,mad,35,8.00000000,0.62305266,"0.5;0.75;1;1.25;1.5;2;2.5;3;4;5;6;8;10"
