dataset,tag,run_id,method,feature_index,param_opt,final_auc,grid
22_magic.gamma,t100,144,mad,0,10.00000000,0.72438973,"0.5;0.75;1;1.25;1.5;2;2.5;3;4;5;6;8;10"
22_magic.gamma,t100,144,mad,1,3.00000000,0.72438973,"0.5;0.75;1;1.25;1.5;2;2.5;3;4;5;6;8;10"
22_magic.gamma,t100,144,mad,2,3.00000000,0.72438973,"0.5;0.75;1;1.25;1.5;2;2.5;3;4;5;6;8;10"
22_magic.gamma,t100,144,mad,3,3.00000000,0.72438973,"0.5;0.75;1;1.25;1.5;2;2.5;3;4;5;6;8;10"
22_magic.gamma,t100,144,mad,4,3.00000000,0.72438973,"0.5;0.75;1;1.25;1.5;2;2.5;3;4;5;6;8;10"
22_magic.gamma,t100,144,mad,5,3.00000000,0.72438973,"0.5;0.75;1;1.25;1.5;2;2.5;3;4;5;6;8;10"
22_magic.gamma,t100,144,mad,6,4.00000000,0.72438973,"0.5;0.75;1;1.25;1.5;2;2.5;3;4;5;6;8;10"
22_magic.gamma,t100,144,mad,7,4.00000000,0.72438973,"0.5;0.75;1;1.25;1.5;2;2.5;3;4;5;6;8;10"
22_magic.gamma,t100,144,mad,8,4.00000000,0.72438973,"0.5;0.75;1;1.25;1.5;2;2.5;3;4;5;6;8;10"
22_magic.gamma,t100,144,mad,9,10.00000000,0.72438973,"0.5;0.75;1;1.25;1.5;2;2.5;3;4;5;6;8;10"
