dataset,tag,run_id,method,feature_index,param_opt,final_auc,grid
28_pendigits,t100,118,mad,0,0.75000000,0.96022731,"0.5;0.75;1;1.25;1.5;2;2.5;3;4;5;6;8;10"
28_pendigits,t100,118,mad,1,1.25000000,0.96022731,"0.5;0.75;1;1.25;1.5;2;2.5;3;4;5;6;8;10"
28_pendigits,t100,118,mad,2,2.00000000,0.96022731,"0.5;0.75;1;1.25;1.5;2;2.5;3;4;5;6;8;10"
28_pendigits,t100,118,mad,3,2.00000000,0.96022731,"0.5;0.75;1;1.25;1.5;2;2.5;3;4;5;6;8;10"
28_pendigits,t100,118,mad,4,3.00000000,0.96022731,"0.5;0.75;1;1.25;1.5;2;2.5;3;4;5;6;8;10"
28_pendigits,t100,118,mad,5,3.00000000,0.96022731,"0.5;0.75;1;1.25;1.5;2;2.5;3;4;5;6;8;10"
28_pendigits,t100,118,mad,6,1.25000000,0.96022731,"0.5;0.75;1;1.25;1.5;2;2.5;3;4;5;6;8;10"
28_pendigits,t100,118,mad,7,3.00000000,0.96022731,"0.5;0.75;1;1.25;1.5;2;2.5;3;4;5;6;8;10"
28_pendigits,t100,118,mad,8,3.00000000,0.96022731,"0.5;0.75;1;1.25;1.5;2;2.5;3;4;5;6;8;10"
28_pendigits,t100,118,mad,9,5.00000000,0.96022731,"0.5;0.75;1;1.25;1.5;2;2.5;3;4;5;6;8;10"
28_pendigits,t100,118,mad,10,0.75000000,0.96022731,"0.5;0.75;1;1.25;1.5;2;2.5;3;4;5;6;8;10"
28_pendigits,t100,118,mad,11,3.00000000,0.96022731,"0.5;0.75;1;1.25;1.5;2;2.5;3;4;5;6;8;10"
28_pendigits,t100,118,mad,12,5.00000000,0.96022731,"0.5;0.75;1;1.25;1.5;2;2.5;3;4;5;6;8;10"
28_pendigits,t100,118,mad,13,3.00000000,0.96022731,"0.5;0.75;1;1.25;1.5;2;2.5;3;4;5;6;8;10"
28_pendigits,t100,118,mad,14,0.75000000,0.96022731,"0.5;0.75;1;1.25;1.5;2;2.5;3;4;5;6;8;10"
28_pendigits,t100,118,mad,15,8.00000000,0.96022731,"0.5;0.75;1;1.25;1.5;2;2.5;3;4;5;6;8;10"
