dataset,tag,run_id,method,feature_index,param_opt,final_auc,grid
30_satellite,t100,1,adjusted,0,1.00000000,0.89657003,"0.75;1;1.25;1.5;1.75;2;2.5;3"
30_satellite,t100,1,adjusted,1,1.50000000,0.89657003,"0.75;1;1.25;1.5;1.75;2;2.5;3"
30_satellite,t100,1,adjusted,2,2.00000000,0.89657003,"0.75;1;1.25;1.5;1.75;2;2.5;3"
30_satellite,t100,1,adjusted,3,1.25000000,0.89657003,"0.75;1;1.25;1.5;1.75;2;2.5;3"
30_satellite,t100,1,adjusted,4,1.75000000,0.89657003,"0.75;1;1.25;1.5;1.75;2;2.5;3"
30_satellite,t100,1,adjusted,5,1.75000000,0.89657003,"0.75;1;1.25;1.5;1.75;2;2.5;3"
30_satellite,t100,1,adjusted,6,1.50000000,0.89657003,"0.75;1;1.25;1.5;1.75;2;2.5;3"
30_satellite,t100,1,adjusted,7,1.00000000,0.89657003,"0.75;1;1.25;1.5;1.75;2;2.5;3"
30_satellite,t100,1,adjusted,8,1.50000000,0.89657003,"0.75;1;1.25;1.5;1.75;2;2.5;3"
30_satellite,t100,1,adjusted,9,1.75000000,0.89657003,"0.75;1;1.25;1.5;1.75;2;2.5;3"
30_satellite,t100,1,adjusted,10,2.50000000,0.89657003,"0.75;1;1.25;1.5;1.75;2;2.5;3"
30_satellite,t100,1,adjusted,11,1.00000000,0.89657003,"0.75;1;1.25;1.5;1.75;2;2.5;3"
30_satellite,t100,1,adjusted,12,1.25000000,0.89657003,"0.75;1;1.25;1.5;1.75;2;2.5;3"
30_satellite,t100,1,adjusted,13,1.25000000,0.89657003,"0.75;1;1.25;1.5;1.75;2;2.5;3"
30_satellite,t100,1,adjusted,14,2.00000000,0.89657003,"0.75;1;1.25;1.5;1.75;2;2.5;3"
30_satellite,t100,1,adjusted,15,1.00000000,0.89657003,"0.75;1;1.25;1.5;1.75;2;2.5;3"
30_satellite,t100,1,adjusted,16,1.25000000,0.89657003,"0.75;1;1.25;1.5;1.75;2;2.5;3"
30_satellite,t100,1,adjusted,17,1.25000000,0.89657003,"0.75;1;1.25;1.5;1.75;2;2.5;3"
30_satellite,t100,1,adjusted,18,3.00000000,0.89657003,"0.75;1;1.25;1.5;1.75;2;2.5;3"
30_satellite,t100,1,adjusted,19,1.00000000,0.89657003,"0.75;1;1.25;1.5;1.75;2;2.5;3"
30_satellite,t100,1,adjusted,20,1.50000000,0.89657003,"0.75;1;1.25;1.5;1.75;2;2.5;3"
30_satellite,t100,1,adjusted,21,1.50000000,0.89657003,"0.75;1;1.25;1.5;1.75;2;2.5;3"
30_satellite,t100,1,adjusted,22,1.50000000,0.89657003,"0.75;1;1.25;1.5;1.75;2;2.5;3"
30_satellite,t100,1,adjusted,23,1.00000000,0.89657003,"0.75;1;1.25;1.5;1.75;2;2.5;3"
30_satellite,t100,1,adjusted,24,2.50000000,0.89657003,"0.75;1;1.25;1.5;1.75;2;2.5;3"
30_satellite,t100,1,adjusted,25,1.00000000,0.89657003,"0.75;1;1.25;1.5;1.75;2;2.5;3"
30_satellite,t100,1,adjusted,26,1.50000000,0.89657003,"0.75;1;1.25;1.5;1.75;2;2.5;3"
30_satellite,t100,1,adjusted,27,1.50000000,0.89657003,"0.75;1;1.25;1.5;1.75;2;2.5;3"
30_satellite,t100,1,adjusted,28,1.50000000,0.89657003,"0.75;1;1.25;1.5;1.75;2;2.5;3"
30_satellite,t100,1,adjusted,29,1.50000000,0.89657003,"0.75;1;1.25;1.5;1.75;2;2.5;3"
30_satellite,t100,1,adjusted,30,2.50000000,0.89657003,"0.75;1;1.25;1.5;1.75;2;2.5;3"
30_satellite,t100,1,adjusted,31,1.00000000,0.89657003,"0.75;1;1.25;1.5;1.75;2;2.5;3"
30_satellite,t100,1,adjusted,32,1.00000000,0.89657003,"0.75;1;1.25;1.5;1.75;2;2.5;3"
30_satellite,t100,1,adjusted,33,1.75000000,0.89657003,"0.75;1;1.25;1.5;1.75;2;2.5;3"
30_satellite,t100,1,adjusted,34,2.00000000,0.89657003,"0.75;1;1.25;1.5;1.75;2;2.5;3"
30_satellite,t100,1,adjusted,35,1.00000000,0.89657003,"0.75;1;1.25;1.5;1.75;2;2.5;3"
