dataset,tag,run_id,method,feature_index,param_opt,final_auc,grid
25_musk,t100,146,adjusted,33,1.50000000,1.00000000,"0.75;1;1.25;1.5;1.75;2;2.5;3"
25_musk,t100,146,adjusted,34,1.50000000,1.00000000,"0.75;1;1.25;1.5;1.75;2;2.5;3"
25_musk,t100,146,adjusted,35,1.50000000,1.00000000,"0.75;1;1.25;1.5;1.75;2;2.5;3"
25_musk,t100,146,adjusted,36,1.50000000,1.00000000,"0.75;1;1.25;1.5;1.75;2;2.5;3"
25_musk,t100,146,adjusted,37,1.50000000,1.00000000,"0.75;1;1.25;1.5;1.75;2;2.5;3"
25_musk,t100,146,adjusted,38,1.50000000,1.00000000,"0.75;1;1.25;1.5;1.75;2;2.5;3"
25_musk,t100,146,adjusted,39,1.50000000,1.00000000,"0.75;1;1.25;1.5;1.75;2;2.5;3"
25_musk,t100,146,adjusted,40,1.50000000,1.00000000,"0.75;1;1.25;1.5;1.75;2;2.5;3"
25_musk,t100,146,adjusted,41,1.50000000,1.00000000,"0.75;1;1.25;1.5;1.75;2;2.5;3"
25_musk,t100,146,adjusted,42,1.50000000,1.00000000,"0.75;1;1.25;1.5;1.75;2;2.5;3"
25_musk,t100,146,adjusted,43,1.50000000,1.00000000,"0.75;1;1.25;1.5;1.75;2;2.5;3"
25_musk,t100,146,adjusted,44,1.50000000,1.00000000,"0.75;1;1.25;1.5;1.75;2;2.5;3"
25_musk,t100,146,adjusted,45,1.50000000,1.00000000,"0.75;1;1.25;1.5;1.75;2;2.5;3"
25_musk,t100,146,adjusted,46,1.50000000,1.00000000,"0.75;1;1.25;1.5;1.75;2;2.5;3"
25_musk,t100,146,adjusted,47,1.50000000,1.00000000,"0.75;1;1.25;1.5;1.75;2;2.5;3"
25_musk,t100,146,adjusted,48,1.50000000,1.00000000,"0.75;1;1.25;1.5;1.75;2;2.5;3"
25_musk,t100,146,adjusted,49,1.50000000,1.00000000,"0.75;1;1.25;1.5;1.75;2;2.5;3"
25_musk,t100,146,adjusted,50,1.50000000,1.00000000,"0.75;1;1.25;1.5;1.75;2;2.5;3"
25_musk,t100,146,adjusted,51,1.50000000,1.00000000,"0.75;1;1.25;1.5;1.75;2;2.5;3"
25_musk,t100,146,adjusted,52,1.50000000,1.00000000,"0.75;1;1.25;1.5;1.75;2;2.5;3"
