dataset,tag,run_id,method,feature_index,param_opt,final_auc,grid
41_Waveform,t100,104,adjusted,0,3.00000000,0.89873838,"0.75;1;1.25;1.5;1.75;2;2.5;3"
41_Waveform,t100,104,adjusted,1,1.50000000,0.89873838,"0.75;1;1.25;1.5;1.75;2;2.5;3"
41_Waveform,t100,104,adjusted,2,0.75000000,0.89873838,"0.75;1;1.25;1.5;1.75;2;2.5;3"
41_Waveform,t100,104,adjusted,3,2.00000000,0.89873838,"0.75;1;1.25;1.5;1.75;2;2.5;3"
41_Waveform,t100,104,adjusted,4,1.50000000,0.89873838,"0.75;1;1.25;1.5;1.75;2;2.5;3"
41_Waveform,t100,104,adjusted,5,1.50000000,0.89873838,"0.75;1;1.25;1.5;1.75;2;2.5;3"
41_Waveform,t100,104,adjusted,6,2.00000000,0.89873838,"0.75;1;1.25;1.5;1.75;2;2.5;3"
41_Waveform,t100,104,adjusted,7,0.75000000,0.89873838,"0.75;1;1.25;1.5;1.75;2;2.5;3"
41_Waveform,t100,104,adjusted,8,2.00000000,0.89873838,"0.75;1;1.25;1.5;1.75;2;2.5;3"
41_Waveform,t100,104,adjusted,9,1.50000000,0.89873838,"0.75;1;1.25;1.5;1.75;2;2.5;3"
41_Waveform,t100,104,adjusted,10,1.50000000,0.89873838,"0.75;1;1.25;1.5;1.75;2;2.5;3"
41_Waveform,t100,104,adjusted,11,2.00000000,0.89873838,"0.75;1;1.25;1.5;1.75;2;2.5;3"
41_Waveform,t100,104,adjusted,12,1.50000000,0.89873838,"0.75;1;1.25;1.5;1.75;2;2.5;3"
41_Waveform,t100,104,adjusted,13,1.50000000,0.89873838,"0.75;1;1.25;1.5;1.75;2;2.5;3"
41_Waveform,t100,104,adjusted,14,1.50000000,0.89873838,"0.75;1;1.25;1.5;1.75;2;2.5;3"
41_Waveform,t100,104,adjusted,15,1.50000000,0.89873838,"0.75;1;1.25;1.5;1.75;2;2.5;3"
41_Waveform,t100,104,adjusted,16,1.50000000,0.89873838,"0.75;1;1.25;1.5;1.75;2;2.5;3"
41_Waveform,t100,104,adjusted,17,3.00000000,0.89873838,"0.75;1;1.25;1.5;1.75;2;2.5;3"
41_Waveform,t100,104,adjusted,18,1.50000000,0.89873838,"0.75;1;1.25;1.5;1.75;2;2.5;3"
41_Waveform,t100,104,adjusted,19,3.00000000,0.89873838,"0.75;1;1.25;1.5;1.75;2;2.5;3"
41_Waveform,t100,104,adjusted,20,1.50000000,0.89873838,"0.75;1;1.25;1.5;1.75;2;2.5;3"
