dataset,tag,run_id,method,feature_index,param_opt,final_auc,grid
19_landsat,t100,139,adjusted,0,2.50000000,0.80820459,"0.75;1;1.25;1.5;1.75;2;2.5;3"
19_landsat,t100,139,adjusted,1,2.50000000,0.80820459,"0.75;1;1.25;1.5;1.75;2;2.5;3"
19_landsat,t100,139,adjusted,2,0.75000000,0.80820459,"0.75;1;1.25;1.5;1.75;2;2.5;3"
19_landsat,t100,139,adjusted,3,0.75000000,0.80820459,"0.75;1;1.25;1.5;1.75;2;2.5;3"
19_landsat,t100,139,adjusted,4,2.50000000,0.80820459,"0.75;1;1.25;1.5;1.75;2;2.5;3"
19_landsat,t100,139,adjusted,5,1.50000000,0.80820459,"0.75;1;1.25;1.5;1.75;2;2.5;3"
19_landsat,t100,139,adjusted,6,0.75000000,0.80820459,"0.75;1;1.25;1.5;1.75;2;2.5;3"
19_landsat,t100,139,adjusted,7,0.75000000,0.80820459,"0.75;1;1.25;1.5;1.75;2;2.5;3"
19_landsat,t100,139,adjusted,8,2.50000000,0.80820459,"0.75;1;1.25;1.5;1.75;2;2.5;3"
19_landsat,t100,139,adjusted,9,1.75000000,0.80820459,"0.75;1;1.25;1.5;1.75;2;2.5;3"
19_landsat,t100,139,adjusted,10,0.75000000,0.80820459,"0.75;1;1.25;1.5;1.75;2;2.5;3"
19_landsat,t100,139,adjusted,11,0.75000000,0.80820459,"0.75;1;1.25;1.5;1.75;2;2.5;3"
19_landsat,t100,139,adjusted,12,0.75000000,0.80820459,"0.75;1;1.25;1.5;1.75;2;2.5;3"
19_landsat,t100,139,adjusted,13,1.50000000,0.80820459,"0.75;1;1.25;1.5;1.75;2;2.5;3"
19_landsat,t100,139,adjusted,14,1.50000000,0.80820459,"0.75;1;1.25;1.5;1.75;2;2.5;3"
19_landsat,t100,139,adjusted,15,0.75000000,0.80820459,"0.75;1;1.25;1.5;1.75;2;2.5;3"
19_landsat,t100,139,adjusted,16,2.50000000,0.80820459,"0.75;1;1.25;1.5;1.75;2;2.5;3"
19_landsat,t100,139,adjusted,17,1.50000000,0.80820459,"0.75;1;1.25;1.5;1.75;2;2.5;3"
19_landsat,t100,139,adjusted,18,1.25000000,0.80820459,"0.75;1;1.25;1.5;1.75;2;2.5;3"
19_landsat,t100,139,adjusted,19,0.75000000,0.80820459,"0.75;1;1.25;1.5;1.75;2;2.5;3"
19_landsat,t100,139,adjusted,20,2.50000000,0.80820459,"0.75;1;1.25;1.5;1.75;2;2.5;3"
19_landsat,t100,139,adjusted,21,1.25000000,0.80820459,"0.75;1;1.25;1.5;1.75;2;2.5;3"
19_landsat,t100,139,adjusted,22,2.50000000,0.80820459,"0.75;1;1.25;1.5;1.75;2;2.5;3"
19_landsat,t100,139,adjusted,23,1.25000000,0.80820459,"0.75;1;1.25;1.5;1.75;2;2.5;3"
19_landsat,t100,139,adjusted,24,1.75000000,0.80820459,"0.75;1;1.25;1.5;1.75;2;2.5;3"
19_landsat,t100,139,adjusted,25,1.50000000,0.80820459,"0.75;1;1.25;1.5;1.75;2;2.5;3"
19_landsat,t100,139,adjusted,26,1.50000000,0.80820459,"0.75;1;1.25;1.5;1.75;2;2.5;3"
19_landsat,t100,139,adjusted,27,1.25000000,0.80820459,"0.75;1;1.25;1.5;1.75;2;2.5;3"
19_landsat,t100,139,adjusted,28,0.75000000,0.80820459,"0.75;1;1.25;1.5;1.75;2;2.5;3"
19_landsat,t100,139,adjusted,29,1.50000000,0.80820459,"0.75;1;1.25;1.5;1.75;2;2.5;3"
19_landsat,t100,139,adjusted,30,2.50000000,0.80820459,"0.75;1;1.25;1.5;1.75;2;2.5;3"
19_landsat,t100,139,adjusted,31,1.50000000,0.80820459,"0.75;1;1.25;1.5;1.75;2;2.5;3"
19_landsat,t100,139,adjusted,32,2.50000000,0.80820459,"0.75;1;1.25;1.5;1.75;2;2.5;3"
19_landsat,t100,139,adjusted,33,1.75000000,0.80820459,"0.75;1;1.25;1.5;1.75;2;2.5;3"
19_landsat,t100,139,adjusted,34,1.25000000,0.80820459,"0.75;1;1.25;1.5;1.75;2;2.5;3"
19_landsat,t100,139,adjusted,35,1.25000000,0.80820459,"0.75;1;1.25;1.5;1.75;2;2.5;3"
