dataset,tag,run_id,method,feature_index,param_opt,final_auc,grid
30_satellite,t100,142,adjusted,0,1.00000000,0.89014792,"0.75;1;1.25;1.5;1.75;2;2.5;3"
30_satellite,t100,142,adjusted,1,1.50000000,0.89014792,"0.75;1;1.25;1.5;1.75;2;2.5;3"
30_satellite,t100,142,adjusted,2,3.00000000,0.89014792,"0.75;1;1.25;1.5;1.75;2;2.5;3"
30_satellite,t100,142,adjusted,3,1.00000000,0.89014792,"0.75;1;1.25;1.5;1.75;2;2.5;3"
30_satellite,t100,142,adjusted,4,1.50000000,0.89014792,"0.75;1;1.25;1.5;1.75;2;2.5;3"
30_satellite,t100,142,adjusted,5,1.50000000,0.89014792,"0.75;1;1.25;1.5;1.75;2;2.5;3"
30_satellite,t100,142,adjusted,6,2.00000000,0.89014792,"0.75;1;1.25;1.5;1.75;2;2.5;3"
30_satellite,t100,142,adjusted,7,1.50000000,0.89014792,"0.75;1;1.25;1.5;1.75;2;2.5;3"
30_satellite,t100,142,adjusted,8,3.00000000,0.89014792,"0.75;1;1.25;1.5;1.75;2;2.5;3"
30_satellite,t100,142,adjusted,9,1.50000000,0.89014792,"0.75;1;1.25;1.5;1.75;2;2.5;3"
30_satellite,t100,142,adjusted,10,1.50000000,0.89014792,"0.75;1;1.25;1.5;1.75;2;2.5;3"
30_satellite,t100,142,adjusted,11,1.50000000,0.89014792,"0.75;1;1.25;1.5;1.75;2;2.5;3"
30_satellite,t100,142,adjusted,12,1.00000000,0.89014792,"0.75;1;1.25;1.5;1.75;2;2.5;3"
30_satellite,t100,142,adjusted,13,1.50000000,0.89014792,"0.75;1;1.25;1.5;1.75;2;2.5;3"
30_satellite,t100,142,adjusted,14,2.00000000,0.89014792,"0.75;1;1.25;1.5;1.75;2;2.5;3"
30_satellite,t100,142,adjusted,15,1.50000000,0.89014792,"0.75;1;1.25;1.5;1.75;2;2.5;3"
30_satellite,t100,142,adjusted,16,3.00000000,0.89014792,"0.75;1;1.25;1.5;1.75;2;2.5;3"
30_satellite,t100,142,adjusted,17,1.50000000,0.89014792,"0.75;1;1.25;1.5;1.75;2;2.5;3"
30_satellite,t100,142,adjusted,18,1.50000000,0.89014792,"0.75;1;1.25;1.5;1.75;2;2.5;3"
30_satellite,t100,142,adjusted,19,1.00000000,0.89014792,"0.75;1;1.25;1.5;1.75;2;2.5;3"
30_satellite,t100,142,adjusted,20,1.50000000,0.89014792,"0.75;1;1.25;1.5;1.75;2;2.5;3"
30_satellite,t100,142,adjusted,21,1.50000000,0.89014792,"0.75;1;1.25;1.5;1.75;2;2.5;3"
30_satellite,t100,142,adjusted,22,2.00000000,0.89014792,"0.75;1;1.25;1.5;1.75;2;2.5;3"
30_satellite,t100,142,adjusted,23,1.00000000,0.89014792,"0.75;1;1.25;1.5;1.75;2;2.5;3"
30_satellite,t100,142,adjusted,24,1.50000000,0.89014792,"0.75;1;1.25;1.5;1.75;2;2.5;3"
30_satellite,t100,142,adjusted,25,1.50000000,0.89014792,"0.75;1;1.25;1.5;1.75;2;2.5;3"
30_satellite,t100,142,adjusted,26,1.50000000,0.89014792,"0.75;1;1.25;1.5;1.75;2;2.5;3"
30_satellite,t100,142,adjusted,27,1.50000000,0.89014792,"0.75;1;1.25;1.5;1.75;2;2.5;3"
30_satellite,t100,142,adjusted,28,1.50000000,0.89014792,"0.75;1;1.25;1.5;1.75;2;2.5;3"
30_satellite,t100,142,adjusted,29,1.50000000,0.89014792,"0.75;1;1.25;1.5;1.75;2;2.5;3"
30_satellite,t100,142,adjusted,30,1.50000000,0.89014792,"0.75;1;1.25;1.5;1.75;2;2.5;3"
30_satellite,t100,142,adjusted,31,1.00000000,0.89014792,"0.75;1;1.25;1.5;1.75;2;2.5;3"
30_satellite,t100,142,adjusted,32,2.00000000,0.89014792,"0.75;1;1.25;1.5;1.75;2;2.5;3"
30_satellite,t100,142,adjusted,33,1.50000000,0.89014792,"0.75;1;1.25;1.5;1.75;2;2.5;3"
30_satellite,t100,142,adjusted,34,1.50000000,0.89014792,"0.75;1;1.25;1.5;1.75;2;2.5;3"
30_satellite,t100,142,adjusted,35,3.00000000,0.89014792,"0.75;1;1.25;1.5;1.75;2;2.5;3"
