dataset,tag,run_id,method,feature_index,param_opt,final_auc,grid
22_magic.gamma,t100,132,adjusted,0,1.25000000,0.81219453,"0.75;1;1.25;1.5;1.75;2;2.5;3"
22_magic.gamma,t100,132,adjusted,1,2.50000000,0.81219453,"0.75;1;1.25;1.5;1.75;2;2.5;3"
22_magic.gamma,t100,132,adjusted,2,2.50000000,0.81219453,"0.75;1;1.25;1.5;1.75;2;2.5;3"
22_magic.gamma,t100,132,adjusted,3,1.25000000,0.81219453,"0.75;1;1.25;1.5;1.75;2;2.5;3"
22_magic.gamma,t100,132,adjusted,4,0.75000000,0.81219453,"0.75;1;1.25;1.5;1.75;2;2.5;3"
22_magic.gamma,t100,132,adjusted,5,0.75000000,0.81219453,"0.75;1;1.25;1.5;1.75;2;2.5;3"
22_magic.gamma,t100,132,adjusted,6,2.50000000,0.81219453,"0.75;1;1.25;1.5;1.75;2;2.5;3"
22_magic.gamma,t100,132,adjusted,7,1.75000000,0.81219453,"0.75;1;1.25;1.5;1.75;2;2.5;3"
22_magic.gamma,t100,132,adjusted,8,0.75000000,0.81219453,"0.75;1;1.25;1.5;1.75;2;2.5;3"
22_magic.gamma,t100,132,adjusted,9,1.25000000,0.81219453,"0.75;1;1.25;1.5;1.75;2;2.5;3"
