dataset,tag,run_id,method,feature_index,param_opt,final_auc,grid
41_Waveform,t100,134,adjusted,0,3.00000000,0.90267098,"0.75;1;1.25;1.5;1.75;2;2.5;3"
41_Waveform,t100,134,adjusted,1,1.50000000,0.90267098,"0.75;1;1.25;1.5;1.75;2;2.5;3"
41_Waveform,t100,134,adjusted,2,1.00000000,0.90267098,"0.75;1;1.25;1.5;1.75;2;2.5;3"
41_Waveform,t100,134,adjusted,3,2.00000000,0.90267098,"0.75;1;1.25;1.5;1.75;2;2.5;3"
41_Waveform,t100,134,adjusted,4,1.50000000,0.90267098,"0.75;1;1.25;1.5;1.75;2;2.5;3"
41_Waveform,t100,134,adjusted,5,1.50000000,0.90267098,"0.75;1;1.25;1.5;1.75;2;2.5;3"
41_Waveform,t100,134,adjusted,6,3.00000000,0.90267098,"0.75;1;1.25;1.5;1.75;2;2.5;3"
41_Waveform,t100,134,adjusted,7,1.00000000,0.90267098,"0.75;1;1.25;1.5;1.75;2;2.5;3"
41_Waveform,t100,134,adjusted,8,1.50000000,0.90267098,"0.75;1;1.25;1.5;1.75;2;2.5;3"
41_Waveform,t100,134,adjusted,9,3.00000000,0.90267098,"0.75;1;1.25;1.5;1.75;2;2.5;3"
41_Waveform,t100,134,adjusted,10,1.50000000,0.90267098,"0.75;1;1.25;1.5;1.75;2;2.5;3"
41_Waveform,t100,134,adjusted,11,2.00000000,0.90267098,"0.75;1;1.25;1.5;1.75;2;2.5;3"
41_Waveform,t100,134,adjusted,12,0.75000000,0.90267098,"0.75;1;1.25;1.5;1.75;2;2.5;3"
41_Waveform,t100,134,adjusted,13,1.25000000,0.90267098,"0.75;1;1.25;1.5;1.75;2;2.5;3"
41_Waveform,t100,134,adjusted,14,1.25000000,0.90267098,"0.75;1;1.25;1.5;1.75;2;2.5;3"
41_Waveform,t100,134,adjusted,15,2.50000000,0.90267098,"0.75;1;1.25;1.5;1.75;2;2.5;3"
41_Waveform,t100,134,adjusted,16,1.50000000,0.90267098,"0.75;1;1.25;1.5;1.75;2;2.5;3"
41_Waveform,t100,134,adjusted,17,0.75000000,0.90267098,"0.75;1;1.25;1.5;1.75;2;2.5;3"
41_Waveform,t100,134,adjusted,18,3.00000000,0.90267098,"0.75;1;1.25;1.5;1.75;2;2.5;3"
41_Waveform,t100,134,adjusted,19,0.75000000,0.90267098,"0.75;1;1.25;1.5;1.75;2;2.5;3"
41_Waveform,t100,134,adjusted,20,2.50000000,0.90267098,"0.75;1;1.25;1.5;1.75;2;2.5;3"
