dataset,tag,run_id,method,feature_index,param_opt,final_auc,grid
45_wine,t100,132,adjusted,0,1.50000000,1.00000000,"0.75;1;1.25;1.5;1.75;2;2.5;3"
45_wine,t100,132,adjusted,1,1.50000000,1.00000000,"0.75;1;1.25;1.5;1.75;2;2.5;3"
45_wine,t100,132,adjusted,2,1.50000000,1.00000000,"0.75;1;1.25;1.5;1.75;2;2.5;3"
45_wine,t100,132,adjusted,3,1.50000000,1.00000000,"0.75;1;1.25;1.5;1.75;2;2.5;3"
45_wine,t100,132,adjusted,4,1.50000000,1.00000000,"0.75;1;1.25;1.5;1.75;2;2.5;3"
45_wine,t100,132,adjusted,5,1.50000000,1.00000000,"0.75;1;1.25;1.5;1.75;2;2.5;3"
45_wine,t100,132,adjusted,6,1.50000000,1.00000000,"0.75;1;1.25;1.5;1.75;2;2.5;3"
45_wine,t100,132,adjusted,7,1.50000000,1.00000000,"0.75;1;1.25;1.5;1.75;2;2.5;3"
45_wine,t100,132,adjusted,8,1.50000000,1.00000000,"0.75;1;1.25;1.5;1.75;2;2.5;3"
45_wine,t100,132,adjusted,9,1.50000000,1.00000000,"0.75;1;1.25;1.5;1.75;2;2.5;3"
45_wine,t100,132,adjusted,10,1.50000000,1.00000000,"0.75;1;1.25;1.5;1.75;2;2.5;3"
45_wine,t100,132,adjusted,11,1.50000000,1.00000000,"0.75;1;1.25;1.5;1.75;2;2.5;3"
45_wine,t100,132,adjusted,12,1.50000000,1.00000000,"0.75;1;1.25;1.5;1.75;2;2.5;3"
